System ID,DOI,Latest Version,PMCID,PMID,Pub Year,Publication Date,Publication Types,Source,Peer_Review,Title,Cleaned_Abs,Lenght_Abs,Condition,Total Citations,Journal Name,Visualization Categories,influence_score,popularity_alt_score,popularity_score,influence_alt_score,tweets_count,Data_origin,Task_(primary),Modality
33042210,10.1016/j.bspc.2020.102257,Yes,PMC7538100,33042210.0,2020,2020-10-13,Journal Article,Peer reviewed (PubMed),1,mh-covidnet: diagnosis of covid-19 using deep neural networks and meta-heuristic-based feature selection on x-ray images,"COVID-19 is a disease that causes symptoms in the lungs and causes deaths around the world. Studies are ongoing for the diagnosis and treatment of this disease, which is defined as a pandemic. Early diagnosis of this disease is important for human life. This process is progressing rapidly with diagnostic studies based on deep learning. Therefore, to contribute to this field, a deep learning-based approach that can be used for early diagnosis of the disease is proposed in our study. In this approach, a data set consisting of 3 classes of COVID19, normal and pneumonia lung X-ray images was created, with each class containing 364 images. Pre-processing was performed using the image contrast enhancement algorithm on the prepared data set and a new data set was obtained. Feature extraction was completed from this data set with deep learning models such as AlexNet, VGG19, GoogleNet, and ResNet. For the selection of the best potential features, two metaheuristic algorithms of binary particle swarm optimization and binary gray wolf optimization were used. After combining the features obtained in the feature selection of the enhancement data set, they were classified using SVM. The overall accuracy of the proposed approach was obtained as 99.38%. The results obtained by verification with two different metaheuristic algorithms proved that the approach we propose can help experts during COVID-19 diagnostic studies.",222,COVID-19;Death;Pneumonia,44.0,Biomed Signal Process Control,Other Topics,3.1724334381545105e-06,29.66400000000001,2.798286711703352e-06,84.0,0.0,External,2. Detection/Diagnosis,X-Ray
33044938,10.1109/JBHI.2020.3030224,Yes,,33044938.0,2020,2020-10-13,"Journal Article;Research Support, N.I.H., Extramural",Peer reviewed (PubMed),1,severity and consolidation quantification of covid-19 from ct images using deep learning based on hybrid weak labels,"Early and accurate diagnosis of Coronavirus disease (COVID-19) is essential for patient isolation and contact tracing so that the spread of infection can be limited. Computed tomography (CT) can provide important information in COVID-19, especially for patients with moderate to severe disease as well as those with worsening cardiopulmonary status. As an automatic tool, deep learning methods can be utilized to perform semantic segmentation of affected lung regions, which is important to establish disease severity and prognosis prediction. Both the extent and type of pulmonary opacities help assess disease severity. However, manually pixel-level multi-class labelling is time-consuming, subjective, and non-quantitative. In this article, we proposed a hybrid weak label-based deep learning method that utilize both the manually annotated pulmonary opacities from COVID-19 pneumonia and the patient-level disease-type information available from the clinical report. A UNet was firstly trained with semantic labels to segment the total infected region. It was used to initialize another UNet, which was trained to segment the consolidations with patient-level information using the Expectation-Maximization (EM) algorithm. To demonstrate the performance of the proposed method, multi-institutional CT datasets from Iran, Italy, South Korea, and the United States were utilized. Results show that our proposed method can predict the infected regions as well as the consolidation regions with good correlation to human annotation.",214,COVID-19;Infections;Pneumonia,15.0,IEEE J Biomed Health Inform,Severity of Illness Index;Coronavirus Infections;Algorithms;Iran;Semantics;Report;Retrospective Studies,2.7200357801572614e-06,38.944,2.6512310561270377e-06,114.0,0.0,Self-recorded/clinical,3. Monitoring/Severity assessment,CT
33046116,10.1186/s40001-020-00450-1,Yes,PMC7549080,33046116.0,2020,2020-10-14,Journal Article,Peer reviewed (PubMed),1,development of a quantitative segmentation model to assess the effect of comorbidity on patients with covid-19,"The coronavirus disease 2019 (COVID-19) has brought a global disaster. Quantitative lesions may provide the radiological evidence of the severity of pneumonia and further to assess the effect of comorbidity on patients with COVID-19. 294 patients with COVID-19 were enrolled from February, 24, 2020 to June, 1, 2020 from six centers. Multi-task Unet network was used to segment the whole lung and lesions from chest CT images. This deep learning method was pre-trained in 650 CT images (550 in primary dataset and 100 in test dataset) with COVID-19 or community-acquired pneumonia and Dice coefficients in test dataset were calculated. 50 CT scans of 50 patients (15 with comorbidity and 35 without comorbidity) were random selected to mark lesions manually. The results will be compared with the automatic segmentation model. Eight quantitative parameters were calculated based on the segmentation results to evaluate the effect of comorbidity on patients with COVID-19. Quantitative segmentation model was proved to be effective and accurate with all Dice coefficients more than 0.85 and all accuracies more than 0.95. Of the 294 patients, 52 patients were reported having at least one comorbidity; 14 having more than one comorbidity. Patients with any comorbidity were older (P < 0.001), had longer incubation period (P < 0.001), were more likely to have abnormal laboratory findings (P < 0.05), and be in severity status (P < 0.001). More lesions (including larger volume of lesion, consolidation, and ground-glass opacity) were shown in patients with any comorbidity than patients without comorbidity (all P < 0.001). More lesions were found on CT images in patients with more comorbidities. The median volumes of lesion, consolidation, and ground-glass opacity in diabetes mellitus group were largest among the groups with single comorbidity that had the incidence rate of top three. Multi-task Unet network can make quantitative CT analysis of lesions to assess the effect of comorbidity on patients with COVID-19, further to provide the radiological evidence of the severity of pneumonia. More lesions (including GGO and consolidation) were found in CT images of cases with comorbidity. The more comorbidities patients have, the more lesions CT images show.",350,COVID-19;Diabetes Mellitus;Pneumonia,3.0,Eur J Med Res,Coronavirus Infections;Retrospective Studies,8.24024393572104e-06,171.3279999999994,9.683793537961832e-06,478.0,0.0,Self-recorded/clinical,Segmentation-only,CT
33046370,10.1016/j.acra.2020.09.004,Yes,PMC7505599,33046370.0,2020,2020-10-14,"Journal Article;Research Support, Non-U.S. Gov't",Peer reviewed (PubMed),1,ct quantification and machine-learning models for assessment of disease severity and prognosis of covid-19 patients,"This study was to investigate the CT quantification of COVID-19 pneumonia and its impacts on the assessment of disease severity and the prediction of clinical outcomes in the management of COVID-19 patients. Ninety-nine COVID-19 patients who were confirmed by positive nucleic acid test (NAT) of RT-PCR and hospitalized from January 19, 2020 to February 19, 2020 were collected for this retrospective study. All patients underwent arterial blood gas test, routine blood test, chest CT examination, and physical examination on admission. In addition, follow-up clinical data including the disease severity, clinical treatment, and clinical outcomes were collected for each patient. Lung volume, lesion volume, nonlesion lung volume (NLLV) (lung volume - lesion volume), and fraction of nonlesion lung volume (%NLLV) (nonlesion lung volume / lung volume) were quantified in CT images by using two U-Net models trained for segmentation of lung and COVID-19 lesions in CT images. Furthermore, we calculated 20 histogram textures for lesions volume and NLLV, respectively. To investigate the validity of CT quantification in the management of COVID-19, we built random forest (RF) models for the purpose of classification and regression to assess the disease severity (Moderate, Severe, and Critical) and to predict the need and length of ICU stay, the duration of oxygen inhalation, hospitalization, sputum NAT-positive, and patient prognosis. The performance of RF classifiers was evaluated using the AUCs and that of RF regressors using the root-mean-square error. Patients were classified into three groups of disease severity: moderate (n = 25), severe (n = 47) and critical (n = 27), according to the clinical staging. Of which, a total of 32 patients, 1 moderate, 6 severe, and 25 critical, respectively, were admitted to ICU. The median values of ICU stay were 0, 0, and 12 days, the duration of oxygen inhalation 10, 15, and 28 days, the hospitalization 12, 16, and 28 days, and the sputum NAT-positive 8, 9, and 13 days, in three severity groups, respectively. The clinical outcomes were complete recovery (n = 3), partial recovery with residual pulmonary damage (n = 80), prolonged recovery (n = 15), and death (n = 1). The %NLLV in three severity groups were 92.18 %, 82.94 %, and 66.19 % with p value <0.05 among each two groups. The AUCs of RF classifiers using hybrid models were 0.927 and 0.929 in classification of moderate vs (severe + critical), and severe vs critical, respectively, which were significantly higher than either radiomics models or clinical models (p < 0.05). The root-mean-square errors of RF regressors were 0.88 weeks for prediction of duration of hospitalization (mean: 2.60 weeks), 0.92 weeks for duration of oxygen inhalation (mean: 2.44 weeks), 0.90 weeks for duration of sputum NAT-positive (mean: 1.59 weeks), and 0.69 weeks for stay of ICU (mean: 1.32 weeks), respectively. The AUCs for prediction of ICU treatment and prognosis (partial recovery vs prolonged recovery) were 0.945 and 0.960, respectively. CT quantification and machine-learning models show great potentials for assisting decision-making in the management of COVID-19 patients by assessing disease severity and predicting clinical outcomes.",503,COVID-19;Death;Pneumonia,49.0,Acad Radiol,Coronavirus Infections;COVID-19 Testing;Polymerase Chain Reaction;Hematologic Tests;Retrospective Studies;Area under Curve;Nucleic Acids;Receiver Operating Characteristic;Random Forest,1.02459229524593e-05,379.8640000000069,1.8649115159968333e-05,931.0,0.0,Self-recorded/clinical,4. Prognosis/Treatment,CT
33047295,10.1007/s11547-020-01293-w,Yes,PMC7549421,33047295.0,2020,2020-10-14,Journal Article,Peer reviewed (PubMed),1,clinical and laboratory data radiological structured report findings and quantitative evaluation of lung involvement on baseline chest ct in covid-19 patients to predict prognosis,"To evaluate by means of regression models the relationships between baseline clinical and laboratory data and lung involvement on baseline chest CT and to quantify the thoracic disease using an artificial intelligence tool and a visual scoring system to predict prognosis in patients with COVID-19 pneumonia. This study included 103 (41 women and 62 men; 68.8 years of mean age-range, 29-93 years) with suspicious COVID-19 viral infection evaluated by reverse transcription real-time fluorescence polymerase chain reaction (RT-PCR) test. All patients underwent CT examinations at the time of admission in addition to clinical and laboratory findings recording. All chest CT examinations were reviewed using a structured report. Moreover, using an artificial intelligence tool we performed an automatic segmentation on CT images based on Hounsfield unit to calculate residual healthy lung parenchyma, ground-glass opacities (GGO), consolidations and emphysema volumes for both right and left lungs. Two expert radiologists, in consensus, attributed at the CT pulmonary disease involvement a severity score using a scale of 5 levels; the score was attributed for GGO and consolidation for each lung, and then, an overall radiological severity visual score was obtained summing the single score. Univariate and multivariate regression analysis was performed. Symptoms and comorbidities did not show differences statistically significant in terms of patient outcome. Instead, SpO2 was significantly lower in patients hospitalized in critical conditions or died while age, HS CRP, leukocyte count, neutrophils, LDH, d-dimer, troponin, creatinine and azotemia, ALT, AST and bilirubin values were significantly higher. GGO and consolidations were the main CT patterns (a variable combination of GGO and consolidations was found in 87.8% of patients). CT COVID-19 disease was prevalently bilateral with peripheral distribution and multiple lobes localizations. Consolidation, emphysema and residual healthy lung parenchyma volumes showed statistically significant differences in the three groups of patients based on outcome (patients discharged at home, patients hospitalized in stable conditions and patient hospitalized in critical conditions or died) while GGO volume did not affect the patient's outcome. Moreover, the overall radiological severity visual score (cutoff ≥ 8) was a predictor of patient outcome. The highest value of R-squared (R2 = 0.93) was obtained by the model that combines clinical/laboratory findings at CT volumes. The highest accuracy was obtained by clinical/laboratory and CT findings model with a sensitivity, specificity and accuracy, respectively, of 88%, 78% and 81% to predict discharged/stable patients versus critical/died patients. In conclusion, both CT visual score and computerized software-based quantification of the consolidation, emphysema and residual healthy lung parenchyma on chest CT images were independent predictors of outcome in patients with COVID-19 pneumonia.",424,Azotemia;COVID-19;Emphysema;Lung Diseases;Pneumonia;Thoracic Diseases;Virus Diseases,33.0,Radiol Med,Predictive Value;COVID-19 Testing;Polymerase Chain Reaction;Reverse Transcription,9.118158861080293e-06,399.8800000000069,2.015132616035199e-05,953.0,0.0,Self-recorded/clinical,4. Prognosis/Treatment,CT
33048773,10.1109/JBHI.2020.3030853,Yes,,33048773.0,2020,2020-10-14,"Journal Article;Research Support, Non-U.S. Gov't",Peer reviewed (PubMed),1,m 3lung-sys: a deep learning system for multi-class lung pneumonia screening from ct imaging,"To counter the outbreak of COVID-19, the accurate diagnosis of suspected cases plays a crucial role in timely quarantine, medical treatment, and preventing the spread of the pandemic. Considering the limited training cases and resources (e.g, time and budget), we propose a Multi-task Multi-slice Deep Learning System (M 3Lung-Sys) for multi-class lung pneumonia screening from CT imaging, which only consists of two 2D CNN networks, i.e., slice- and patient-level classification networks. The former aims to seek the feature representations from abundant CT slices instead of limited CT volumes, and for the overall pneumonia screening, the latter one could recover the temporal information by feature refinement and aggregation between different slices. In addition to distinguish COVID-19 from Healthy, H1N1, and CAP cases, our M 3Lung-Sys also be able to locate the areas of relevant lesions, without any pixel-level annotation. To further demonstrate the effectiveness of our model, we conduct extensive experiments on a chest CT imaging dataset with a total of 734 patients (251 healthy people, 245 COVID-19 patients, 105 H1N1 patients, and 133 CAP patients). The quantitative results with plenty of metrics indicate the superiority of our proposed model on both slice- and patient-level classification tasks. More importantly, the generated lesion location maps make our system interpretable and more valuable to clinicians.",212,COVID-19;Pneumonia,21.0,IEEE J Biomed Health Inform,Disease Outbreaks;Other Topics;Lung Diseases;Map;Cone-Beam Computed Tomography,2.103030602900144e-06,22.911999999999995,1.6971692791196443e-06,76.0,0.0,Self-recorded/clinical,2. Detection/Diagnosis,CT
33061946,10.1155/2020/8889023,Yes,PMC7539085,33061946.0,2020,2020-10-17,Journal Article,Peer reviewed (PubMed),1,artificial intelligence-based classification of chest x-ray images into covid-19 and other infectious diseases,"The ongoing pandemic of coronavirus disease 2019 (COVID-19) has led to global health and healthcare crisis, apart from the tremendous socioeconomic effects. One of the significant challenges in this crisis is to identify and monitor the COVID-19 patients quickly and efficiently to facilitate timely decisions for their treatment, monitoring, and management. Research efforts are on to develop less time-consuming methods to replace or to supplement RT-PCR-based methods. The present study is aimed at creating efficient deep learning models, trained with chest X-ray images, for rapid screening of COVID-19 patients. We used publicly available PA chest X-ray images of adult COVID-19 patients for the development of Artificial Intelligence (AI)-based classification models for COVID-19 and other major infectious diseases. To increase the dataset size and develop generalized models, we performed 25 different types of augmentations on the original images. Furthermore, we utilized the transfer learning approach for the training and testing of the classification models. The combination of two best-performing models (each trained on 286 images, rotated through 120° or 140° angle) displayed the highest prediction accuracy for normal, COVID-19, non-COVID-19, pneumonia, and tuberculosis images. AI-based classification models trained through the transfer learning approach can efficiently classify the chest X-ray images representing studied diseases. Our method is more efficient than previously published methods. It is one step ahead towards the implementation of AI-based methods for classification problems in biomedical imaging related to COVID-19.",231,COVID-19;Communicable Diseases;Pneumonia;Tuberculosis,34.0,Int J Biomed Imaging,Health Care;Transfer Learning;Polymerase Chain Reaction;Communicable Diseases,2.7653953517103854e-06,40.72000000000001,3.0612767180094324e-06,108.0,0.0,External,2. Detection/Diagnosis,X-Ray
33065387,10.1016/j.compbiomed.2020.104037,Yes,PMC7543793,33065387.0,2020,2020-10-17,Journal Article,Peer reviewed (PubMed),1,multi-task deep learning based ct imaging analysis for covid-19 pneumonia: classification and segmentation,"This paper presents an automatic classification segmentation tool for helping screening COVID-19 pneumonia using chest CT imaging. The segmented lesions can help to assess the severity of pneumonia and follow-up the patients. In this work, we propose a new multitask deep learning model to jointly identify COVID-19 patient and segment COVID-19 lesion from chest CT images. Three learning tasks: segmentation, classification and reconstruction are jointly performed with different datasets. Our motivation is on the one hand to leverage useful information contained in multiple related tasks to improve both segmentation and classification performances, and on the other hand to deal with the problems of small data because each task can have a relatively small dataset. Our architecture is composed of a common encoder for disentangled feature representation with three tasks, and two decoders and a multi-layer perceptron for reconstruction, segmentation and classification respectively. The proposed model is evaluated and compared with other image segmentation techniques using a dataset of 1369 patients including 449 patients with COVID-19, 425 normal ones, 98 with lung cancer and 397 of different kinds of pathology. The obtained results show very encouraging performance of our method with a dice coefficient higher than 0.88 for the segmentation and an AUC higher than 97% for the classification.",208,COVID-19;Lung Cancer;Pneumonia,171.0,Comput Biol Med,Coronavirus Infections;Architecture;Neural Networks;ROC Curve,8.224448928527063e-06,171.94399999999928,1.047477588697362e-05,439.0,0.0,External,2. Detection/Diagnosis,CT
33081700,10.1186/s12880-020-00521-z,Yes,PMC7573533,33081700.0,2020,2020-10-22,"Journal Article;Research Support, Non-U.S. Gov't",Peer reviewed (PubMed),1,a model based on ct radiomic features for predicting rt-pcr becoming negative in coronavirus disease 2019 (covid-19) patients,"Coronavirus disease 2019 (COVID-19) has emerged as a global pandemic. According to the diagnosis and treatment guidelines of China, negative reverse transcription-polymerase chain reaction (RT-PCR) is the key criterion for discharging COVID-19 patients. However, repeated RT-PCR tests lead to medical waste and prolonged hospital stays for COVID-19 patients during the recovery period. Our purpose is to assess a model based on chest computed tomography (CT) radiomic features and clinical characteristics to predict RT-PCR negativity during clinical treatment. From February 10 to March 10, 2020, 203 mild COVID-19 patients in Fangcang Shelter Hospital were retrospectively included (training: n = 141; testing: n = 62), and clinical characteristics were collected. Lung abnormalities on chest CT images were segmented with a deep learning algorithm. CT quantitative features and radiomic features were automatically extracted. Clinical characteristics and CT quantitative features were compared between RT-PCR-negative and RT-PCR-positive groups. Univariate logistic regression and Spearman correlation analyses identified the strongest features associated with RT-PCR negativity, and a multivariate logistic regression model was established. The diagnostic performance was evaluated for both cohorts. The RT-PCR-negative group had a longer time interval from symptom onset to CT exams than the RT-PCR-positive group (median 23 vs. 16 days, p < 0.001). There was no significant difference in the other clinical characteristics or CT quantitative features. In addition to the time interval from symptom onset to CT exams, nine CT radiomic features were selected for the model. ROC curve analysis revealed AUCs of 0.811 and 0.812 for differentiating the RT-PCR-negative group, with sensitivity/specificity of 0.765/0.625 and 0.784/0.600 in the training and testing datasets, respectively. The model combining CT radiomic features and clinical data helped predict RT-PCR negativity during clinical treatment, indicating the proper time for RT-PCR retesting.",285,COVID-19,15.0,BMC Med Imaging,Coronavirus Infections;Algorithms;Logistic Regression;Polymerase Chain Reaction;ROC Curve;Retrospective Studies;Area under Curve;Real-Time Polymerase Chain Reaction;Age;Reverse Transcription,9.98253392747442e-06,241.44000000000128,1.012986139197934e-05,760.0,0.0,Self-recorded/clinical,4. Prognosis/Treatment,CT
33091743,10.1016/j.media.2020.101844,Yes,PMC7553063,33091743.0,2020,2020-10-23,"Journal Article;Research Support, N.I.H., Extramural",Peer reviewed (PubMed),1,integrative analysis for covid-19 patient outcome prediction,"While image analysis of chest computed tomography (CT) for COVID-19 diagnosis has been intensively studied, little work has been performed for image-based patient outcome prediction. Management of high-risk patients with early intervention is a key to lower the fatality rate of COVID-19 pneumonia, as a majority of patients recover naturally. Therefore, an accurate prediction of disease progression with baseline imaging at the time of the initial presentation can help in patient management. In lieu of only size and volume information of pulmonary abnormalities and features through deep learning based image segmentation, here we combine radiomics of lung opacities and non-imaging features from demographic data, vital signs, and laboratory findings to predict need for intensive care unit (ICU) admission. To our knowledge, this is the first study that uses holistic information of a patient including both imaging and non-imaging data for outcome prediction. The proposed methods were thoroughly evaluated on datasets separately collected from three hospitals, one in the United States, one in Iran, and another in Italy, with a total 295 patients with reverse transcription polymerase chain reaction (RT-PCR) assay positive COVID-19 pneumonia. Our experimental results demonstrate that adding non-imaging features can significantly improve the performance of prediction to achieve AUC up to 0.884 and sensitivity as high as 96.1%, which can be valuable to provide clinical decision support in managing COVID-19 patients. Our methods may also be applied to other lung diseases including but not limited to community acquired pneumonia. The source code of our work is available at GitHub",251,COVID-19;Disease Progression;Lung Diseases;Pneumonia,38.0,Med Image Anal,Predictive Value;COVID-19 Testing;Polymerase Chain Reaction;Area under Curve;Reverse Transcription,2.923135835171604e-06,41.60799999999998,2.9786539439463944e-06,131.0,0.0,Self-recorded/clinical,4. Prognosis/Treatment,CT
33094700,10.1152/physiolgenomics.00084.2020,Yes,PMC7774002,33094700.0,2020,2020-10-24,Journal Article,Peer reviewed (PubMed),1,implementation of convolutional neural network approach for covid-19 disease detection,"In this paper, two novel, powerful, and robust convolutional neural network (CNN) architectures are designed and proposed for two different classification tasks using publicly available data sets. The first architecture is able to decide whether a given chest X-ray image of a patient contains COVID-19 or not with 98.92% average accuracy. The second CNN architecture is able to divide a given chest X-ray image of a patient into three classes (COVID-19 versus normal versus pneumonia) with 98.27% average accuracy. The hyperparameters of both CNN models are automatically determined using Grid Search. Experimental results on large clinical data sets show the effectiveness of the proposed architectures and demonstrate that the proposed algorithms can overcome the disadvantages mentioned above. Moreover, the proposed CNN models are fully automatic in terms of not requiring the extraction of diseased tissue, which is a great improvement of available automatic methods in the literature. To the best of the author's knowledge, this study is the first study to detect COVID-19 disease from given chest X-ray images, using CNN, whose hyperparameters are automatically determined by the Grid Search. Another important contribution of this study is that it is the first CNN-based COVID-19 chest X-ray image classification study that uses the largest possible clinical data set. A total of 1,524 COVID-19, 1,527 pneumonia, and 1524 normal X-ray images are collected. It is aimed to collect the largest number of COVID-19 X-ray images that exist in the literature until the writing of this research paper.",245,COVID-19;Pneumonia,12.0,Physiol Genomics,Architecture;Image Processing;Neural Networks,8.186698391284834e-06,175.2639999999991,1.1927254462349932e-05,420.0,0.0,External,2. Detection/Diagnosis,X-Ray
33100403,10.1016/j.patcog.2020.107700,Yes,PMC7568501,33100403.0,2020,2020-10-27,Journal Article,Peer reviewed (PubMed),1,metacovid: a siamese neural network framework with contrastive loss for n-shot diagnosis of covid-19 patients,"Various AI functionalities such as pattern recognition and prediction can effectively be used to diagnose (recognize) and predict coronavirus disease 2019 (COVID-19) infections and propose timely response (remedial action) to minimize the spread and impact of the virus. Motivated by this, an AI system based on deep meta learning has been proposed in this research to accelerate analysis of chest X-ray (CXR) images in automatic detection of COVID-19 cases. We present a synergistic approach to integrate contrastive learning with a fine-tuned pre-trained ConvNet encoder to capture unbiased feature representations and leverage a Siamese network for final classification of COVID-19 cases. We validate the effectiveness of our proposed model using two publicly available datasets comprising images from normal, COVID-19 and other pneumonia infected categories. Our model achieves 95.6% accuracy and AUC of 0.97 in diagnosing COVID-19 from CXR images even with a limited number of training samples.",146,COVID-19;Infections;Pneumonia,57.0,Pattern Recognit,Other Topics,2.9106717727295347e-06,54.80000000000004,4.388953433450939e-06,126.0,0.0,External,2. Detection/Diagnosis,X-Ray
33100482,10.1016/j.ipm.2020.102411,Yes,PMC7569413,33100482.0,2020,2020-10-27,Journal Article,Peer reviewed (PubMed),1,cgnet: a graph-knowledge embedded convolutional neural network for detection of pneumonia,"Pneumonia is a global disease that causes high children mortality. The situation has even been worsening by the outbreak of the new coronavirus named COVID-19, which has killed more than 983,907 so far. People infected by the virus would show symptoms like fever and coughing as well as pneumonia as the infection progresses. Timely detection is a public consensus achieved that would benefit possible treatments and therefore contain the spread of COVID-19. X-ray, an expedient imaging technique, has been widely used for the detection of pneumonia caused by COVID-19 and some other virus. To facilitate the process of diagnosis of pneumonia, we developed a deep learning framework for a binary classification task that classifies chest X-ray images into normal and pneumonia based on our proposed CGNet. In our CGNet, there are three components including feature extraction, graph-based feature reconstruction and classification. We first use the transfer learning technique to train the state-of-the-art convolutional neural networks (CNNs) for binary classification while the trained CNNs are used to produce features for the following two components. Then, by deploying graph-based feature reconstruction, we, therefore, combine features through the graph to reconstruct features. Finally, a shallow neural network named GNet, a one layer graph neural network, which takes the combined features as the input, classifies chest X-ray images into normal and pneumonia. Our model achieved the best accuracy at 0.9872, sensitivity at 1 and specificity at 0.9795 on a public pneumonia dataset that includes 5,856 chest X-ray images. To evaluate the performance of our proposed method on detection of pneumonia caused by COVID-19, we also tested the proposed method on a public COVID-19 CT dataset, where we achieved the highest performance at the accuracy of 0.99, specificity at 1 and sensitivity at 0.98, respectively.",290,COVID-19;Fever;Infections;Pneumonia,21.0,Inf Process Manag,Coronavirus Infections;Art;Transfer Learning;Disease Outbreaks,4.833280637665647e-06,83.42399999999982,6.069608354184672e-06,210.0,0.0,External,2. Detection/Diagnosis,Multimodal
33108303,10.1109/JBHI.2020.3034296,Yes,,33108303.0,2020,2020-10-28,"Journal Article;Research Support, Non-U.S. Gov't",Peer reviewed (PubMed),1,a deep learning prognosis model help alert for covid-19 patients at high-risk of death: a multi-center study,"Since its outbreak in December 2019, the persistent coronavirus disease (COVID-19) became a global health emergency. It is imperative to develop a prognostic tool to identify high-risk patients and assist in the formulation of treatment plans. We retrospectively collected 366 severe or critical COVID-19 patients from four centers, including 70 patients who died within 14 days (labeled as high-risk patients) since their initial CT scan and 296 who survived more than 14 days or were cured (labeled as low-risk patients). We developed a 3D densely connected convolutional neural network (termed De-COVID19-Net) to predict the probability of COVID-19 patients belonging to the high-risk or low-risk group, combining CT and clinical information. The AUC and other evaluation techniques were used to assess our model. The De-COVID19-Net yielded an AUC of 0.952 (95% confidence interval, 0.928-0.977) on the training set and 0.943 on the test set. The stratified analyses indicated that our model's performance is independent of age, sex, and with/without chronic diseases. The Kaplan-Meier analysis revealed that our model could significantly categorize patients into high-risk and low-risk groups (p < 0.001). In conclusion, De-COVID19-Net can non-invasively predict whether a patient will die shortly based on the patient's initial CT scan with an impressive performance, which indicated that it could be used as a potential prognosis tool to alert high-risk patients and intervene in advance.",222,COVID-19;Chronic Disease;Death,22.0,IEEE J Biomed Health Inform,Disease Outbreaks;Area under Curve,2.11988203748814e-06,21.888,1.8223902400803568e-06,74.0,0.0,Self-recorded/clinical,4. Prognosis/Treatment,CT
33125051,10.1093/jamia/ocaa280,Yes,PMC7665533,33125051.0,2020,2020-10-31,Journal Article,Peer reviewed (PubMed),1,flannel: focal loss based neural network ensemble for covid-19 detection,"The study sought to test the possibility of differentiating chest x-ray images of coronavirus disease 2019 (COVID-19) against other pneumonia and healthy patients using deep neural networks. We construct the radiography (x-ray) imaging data from 2 publicly available sources, which include 5508 chest x-ray images across 2874 patients with 4 classes: normal, bacterial pneumonia, non-COVID-19 viral pneumonia, and COVID-19. To identify COVID-19, we propose a FLANNEL (Focal Loss bAsed Neural Network EnsembLe) model, a flexible module to ensemble several convolutional neural network models and fuse with a focal loss for accurate COVID-19 detection on class imbalance data. FLANNEL consistently outperforms baseline models on COVID-19 identification task in all metrics. Compared with the best baseline, FLANNEL shows a higher macro-F1 score, with 6% relative increase on the COVID-19 identification task, in which it achieves precision of 0.7833, recall of 0.8609, and F1 score of 0.8168. Ensemble learning that combines multiple independent basis classifiers can increase the robustness and accuracy. We propose a neural weighing module to learn the importance weight for each base model and combine them via weighted ensemble to get the final classification results. In order to handle the class imbalance challenge, we adapt focal loss to our multiple classification task as the loss function. FLANNEL effectively combines state-of-the-art convolutional neural network classification models and tackles class imbalance with focal loss to achieve better performance on COVID-19 detection from x-rays.",231,"COVID-19;Pneumonia;Pneumonia, Bacterial;Pneumonia, Viral",11.0,J Am Med Inform Assoc,Art;Algorithms;Neural Networks;Other Topics;ROC Curve,4.467106612216179e-06,92.4319999999997,6.198033973792741e-06,234.0,0.0,External,2. Detection/Diagnosis,X-Ray
33129141,10.1016/j.media.2020.101836,Yes,PMC7543739,33129141.0,2020,2020-11-01,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",Peer reviewed (PubMed),1,dual-branch combination network (dcn): towards accurate diagnosis and lesion segmentation of covid-19 using ct images,"The recent global outbreak and spread of coronavirus disease (COVID-19) makes it an imperative to develop accurate and efficient diagnostic tools for the disease as medical resources are getting increasingly constrained. Artificial intelligence (AI)-aided tools have exhibited desirable potential; for example, chest computed tomography (CT) has been demonstrated to play a major role in the diagnosis and evaluation of COVID-19. However, developing a CT-based AI diagnostic system for the disease detection has faced considerable challenges, which is mainly due to the lack of adequate manually-delineated samples for training, as well as the requirement of sufficient sensitivity to subtle lesions in the early infection stages. In this study, we developed a dual-branch combination network (DCN) for COVID-19 diagnosis that can simultaneously achieve individual-level classification and lesion segmentation. To focus the classification branch more intensively on the lesion areas, a novel lesion attention module was developed to integrate the intermediate segmentation results. Furthermore, to manage the potential influence of different imaging parameters from individual facilities, a slice probability mapping method was proposed to learn the transformation from slice-level to individual-level classification. We conducted experiments on a large dataset of 1202 subjects from ten institutes in China. The results demonstrated that 1) the proposed DCN attained a classification accuracy of 96.74% on the internal dataset and 92.87% on the external validation dataset, thereby outperforming other models; 2) DCN obtained comparable performance with fewer samples and exhibited higher sensitivity, especially in subtle lesion detection; and 3) DCN provided good interpretability on the loci of infection compared to other deep models due to its classification guided by high-level semantic information. An online CT-based diagnostic platform for COVID-19 derived from our proposed framework is now available.",280,COVID-19;Infections,62.0,Med Image Anal,Radiography;Coronavirus Infections;Disease Outbreaks;Semantics;Sensitivity and Specificity;Neural Networks,3.271104999275018e-06,63.088000000000015,4.342684345924065e-06,158.0,0.0,Self-recorded/clinical,2. Detection/Diagnosis,CT
